Week,Team,Player,Score,Position
14,Paco,Denver Broncos DEN,18,DEF
14,Julio,Pittsburgh Steelers PIT,7,DEF
14,ATL,Los Angeles Rams LAR,15,DEF
14,Doy,Houston Texans HOU,16,DEF
1,Paco,Chris Boswell PIT,16,K
1,Julio,Brandon Aubrey DAL,11,K
1,Kenny,Harrison Butker KCC,9,K
1,Doy,Jake Bates DET,5,K
1,Chuy,Evan McPherson CIN,5,K
1,Jay,Jake Elliott PHI,9,K
2,Kenny,Harrison Butker KCC,8,K
2,Monaf,Jason Myers SEA,10,K
2,Chuy,Tyler Loop BAL,11,K
2,Doy,Jake Bates DET,10,K
2,Jay,Jake Elliott PHI,14,K
2,Elaf,Matt Gay WAS,7,K
3,Elaf,Matt Gay WAS,14,K
3,Kenny,Harrison Butker KCC,11,K
3,ATL,Ka'imi Fairbairn HOU,2,K
3,Julio,Brandon Aubrey DAL,9,K
3,Larry,Will Reichard MIN,15,K
3,Doy,Jake Bates DET,8,K
4,Doy,Jake Bates DET,13,K
4,Larry,Will Reichard MIN,5,K
4,ATL,Ka'imi Fairbairn HOU,8,K
4,Monaf,Jason Myers SEA,20,K
4,Kenny,Harrison Butker KCC,11,K
4,Paco,Chris Boswell PIT,6,K
5,Paco,Cam Little JAC,10,K
5,Doy,Jake Bates DET,5,K
5,Kenny,Harrison Butker KCC,4,K
5,Gaybo,Cameron Dicker LAC,7,K
5,Monaf,Jason Myers SEA,5,K
5,Greg,Chase McLaughlin TBB,18,K
6,Kenny,Harrison Butker KCC,6,K
6,Paco,Cam Little JAC,0,K
6,Gaybo,Cameron Dicker LAC,15,K
6,Doy,Jake Bates DET,3,K
6,Greg,Chase McLaughlin TBB,6,K
6,Chuy,Tyler Loop BAL,3,K
7,Chuy,Wil Lutz DEN,11,K
7,Kenny,Harrison Butker KCC,7,K
7,Julio,Brandon Aubrey DAL,15,K
7,Gaybo,Cameron Dicker LAC,6,K
7,Elaf,Matt Gay WAS,2,K
7,Greg,Chase McLaughlin TBB,6,K
8,Elaf,Matt Gay WAS,0,K
8,Kenny,Harrison Butker KCC,4,K
8,Greg,Chase McLaughlin TBB,20,K
8,Larry,Will Reichard MIN,7,K
8,Gaybo,Cameron Dicker LAC,13,K
8,Julio,Brandon Aubrey DAL,4,K
9,Julio,Brandon Aubrey DAL,3,K
9,Gaybo,Cameron Dicker LAC,12,K
9,Larry,Will Reichard MIN,10,K
9,Chuy,Wil Lutz DEN,10,K
9,Doy,Jake Bates DET,6,K
9,Kenny,Harrison Butker KCC,5,K
10,Kenny,Harrison Butker KCC,0,K
10,Doy,Doy Dahmer NAPA,0,K
10,Elaf,Matt Gay WAS,4,K
10,Chuy,Wil Lutz DEN,0,K
10,Larry,Will Reichard MIN,7,K
10,Paco,Chris Boswell PIT,7,K
11,Elaf,Matt Gay WAS,5,K
11,Chuy,Evan McPherson CIN,6,K
11,Paco,Cam Little JAC,5,K
11,Kenny,Harrison Butker KCC,7,K
11,Monaf,Jason Myers SEA,15,K
11,Jay,Eddy Pineiro FA,9,K
12,Jay,Jake Elliott PHI,3,K
12,Larry,Will Reichard MIN,12,K
12,Paco,Chris Boswell PIT,4,K
12,Kenny,Harrison Butker KCC,7,K
12,Julio,Brandon Aubrey DAL,12,K
12,Greg,Chase McLaughlin TBB,1,K
13,Greg,Chase McLaughlin TBB,9,K
13,Doy,Jake Bates DET,6,K
13,Monaf,Jason Myers SEA,20,K
13,Chuy,Evan McPherson CIN,21,K
13,Kenny,Harrison Butker KCC,4,K
13,Jay,Jake Elliott PHI,3,K
14,Jay,Jake Elliott PHI,16,K
14,Chuy,Wil Lutz DEN,4,K
14,Kenny,Harrison Butker KCC,4,K
14,Gaybo,Cameron Dicker LAC,18,K
14,Monaf,Jason Myers SEA,14,K
14,Greg,Chase McLaughlin TBB,8,K
1,Elaf,Matt Gay WAS,3,K
1,ATL,Ka'imi Fairbairn HOU,15,K
1,Gaybo,Cameron Dicker LAC,9,K
1,Larry,Will Reichard MIN,10,K
1,Greg,Chase McLaughlin TBB,5,K
1,Monaf,Jason Myers SEA,7,K
2,Larry,Will Reichard MIN,9,K
2,Julio,Brandon Aubrey DAL,22,K
2,ATL,Ka'imi Fairbairn HOU,10,K
2,Paco,Chris Boswell PIT,10,K
2,Gaybo,Cameron Dicker LAC,6,K
2,Greg,Chase McLaughlin TBB,2,K
3,Chuy,Tyler Loop BAL,6,K
3,Paco,Chris Boswell PIT,3,K
3,Monaf,Jason Myers SEA,17,K
3,Gaybo,Cameron Dicker LAC,15,K
3,Jay,Jake Elliott PHI,3,K
3,Greg,Chase McLaughlin TBB,27,K
4,Chuy,Tyler Loop BAL,8,K
4,Julio,Brandon Aubrey DAL,6,K
4,Elaf,Matt Gay WAS,16,K
4,Gaybo,Cameron Dicker LAC,4,K
4,Greg,Chase McLaughlin TBB,17,K
4,Jay,Jake Elliott PHI,7,K
5,Julio,Brandon Aubrey DAL,7,K
5,Elaf,Matt Gay WAS,7,K
5,Chuy,Tyler Loop BAL,2,K
5,ATL,Ka'imi Fairbairn HOU,14,K
5,Larry,Will Reichard MIN,3,K
5,Jay,Jake Elliott PHI,5,K
6,Elaf,Matt Gay WAS,9,K
6,Monaf,Jason Myers SEA,9,K
6,Larry,Will Reichard MIN,0,K
6,ATL,Joshua Karty LAR,5,K
6,Julio,Brandon Aubrey DAL,5,K
6,Jay,Jake Elliott PHI,5,K
7,Paco,Chris Boswell PIT,7,K
7,Monaf,Jason Myers SEA,7,K
7,Jay,Jake Elliott PHI,4,K
7,Doy,Jake Bates DET,9,K
7,Larry,Will Reichard MIN,15,K
7,ATL,Ka'imi Fairbairn HOU,7,K
8,Jay,Eddy Pineiro FA,1,K
8,Doy,Jake Bates DET,0,K
8,Monaf,Wil Lutz DEN,8,K
8,ATL,Ka'imi Fairbairn HOU,11,K
8,Paco,Chris Boswell PIT,21,K
8,Chuy,Wil Lutz DEN,8,K
9,Elaf,Matt Gay WAS,2,K
9,Greg,Brandon McManus GBP,5,K
9,Paco,Chris Boswell PIT,7,K
9,Monaf,Jason Myers SEA,8,K
9,Jay,Eddy Pineiro FA,13,K
9,ATL,Ka'imi Fairbairn HOU,13,K
10,Jay,Eddy Pineiro FA,3,K
10,Julio,Tyler Loop BAL,9,K
10,Monaf,Jason Myers SEA,14,K
10,Gaybo,Cameron Dicker LAC,14,K
10,Greg,Chase McLaughlin TBB,5,K
10,ATL,Ka'imi Fairbairn HOU,0,K
11,Gaybo,Cameron Dicker LAC,6,K
11,Larry,Will Reichard MIN,5,K
11,Greg,Chase McLaughlin TBB,4,K
11,Julio,Brandon Aubrey DAL,10,K
11,Doy,Jake Bates DET,6,K
11,ATL,Joshua Karty LAR,0,K
12,Monaf,Jason Myers SEA,14,K
12,Doy,Jake Bates DET,13,K
12,Elaf,Matt Gay WAS,6,K
12,Gaybo,Daniel Carlson LVR,4,K
12,ATL,Ka'imi Fairbairn HOU,7,K
12,Chuy,Evan McPherson CIN,14,K
13,Elaf,Matt Gay WAS,6,K
13,Paco,Chris Boswell PIT,1,K
13,Julio,Brandon Aubrey DAL,9,K
13,ATL,Ka'imi Fairbairn HOU,6,K
13,Larry,Will Reichard MIN,0,K
13,Gaybo,Cameron Dicker LAC,10,K
14,Larry,Will Reichard MIN,7,K
14,Elaf,Matt Gay WAS,0,K
14,Paco,Cam Little JAC,10,K
14,Julio,Brandon Aubrey DAL,23,K
14,ATL,Ka'imi Fairbairn HOU,6,K
14,Doy,Younghoe Koo ATL,12,K
1,Paco,Trey McBride ARI,6,Flex
1,Julio,Travis Hunter JAC,3,Flex
1,Kenny,David Montgomery DET,3,Flex
1,Doy,Alvin Kamara NOS,12,Flex
1,Chuy,TreVeyon Henderson NEP,4,Flex
1,Jay,Tank Bigsby JAC,1,Flex
2,Kenny,Deebo Samuel Sr. WAS,11,Flex
2,Monaf,Travis Etienne Jr. JAC,15,Flex
2,Chuy,TreVeyon Henderson NEP,4,Flex
2,Doy,Jaylen Waddle MIA,13,Flex
2,Jay,Jordan Mason MIN,3,Flex
2,Elaf,Jaxon Smith-Njigba SEA,10,Flex
3,Elaf,Jaxon Smith-Njigba SEA,16,Flex
3,Kenny,Deebo Samuel Sr. WAS,2,Flex
3,ATL,Ricky Pearsall SFO,11,Flex
3,Julio,J.K. Dobbins DEN,15,Flex
3,Larry,Garrett Wilson NYJ,15,Flex
3,Doy,Alvin Kamara NOS,5,Flex
4,Doy,Alvin Kamara NOS,7,Flex
4,Larry,Trey Benson ARI,4,Flex
4,ATL,Keon Coleman BUF,4,Flex
4,Monaf,Travis Etienne Jr. JAC,22,Flex
4,Kenny,Chuba Hubbard CAR,6,Flex
4,Paco,Trey McBride ARI,5,Flex
5,Paco,Michael Pittman Jr. IND,9,Flex
5,Doy,Alvin Kamara NOS,4,Flex
5,Kenny,Travis Kelce KCC,12,Flex
5,Gaybo,DeVonta Smith PHI,11,Flex
5,Monaf,Travis Etienne Jr. JAC,4,Flex
5,Greg,George Pickens DAL,15,Flex
6,Kenny,Rashid Shaheed NOS,2,Flex
6,Paco,Michael Pittman Jr. IND,2,Flex
6,Gaybo,Tee Higgins CIN,6,Flex
6,Doy,Alvin Kamara NOS,7,Flex
6,Greg,Brashard Smith KCC,2,Flex
6,Chuy,D'Andre Swift CHI,27,Flex
7,Chuy,TreVeyon Henderson NEP,0,Flex
7,Kenny,Chuba Hubbard CAR,5,Flex
7,Julio,J.K. Dobbins DEN,8,Flex
7,Gaybo,DeVonta Smith PHI,31,Flex
7,Elaf,Jaxon Smith-Njigba SEA,19,Flex
7,Greg,George Pickens DAL,8,Flex
8,Elaf,Tetairoa McMillan CAR,9,Flex
8,Kenny,Rashid Shaheed NOS,7,Flex
8,Greg,George Pickens DAL,7,Flex
8,Larry,Rachaad White TBB,5,Flex
8,Gaybo,DeVonta Smith PHI,8,Flex
8,Julio,Jake Ferguson DAL,0,Flex
9,Julio,J.K. Dobbins DEN,6,Flex
9,Gaybo,Tee Higgins CIN,30,Flex
9,Larry,Jerry Jeudy CLE,0,Flex
9,Chuy,TreVeyon Henderson NEP,8,Flex
9,Doy,DJ Moore CHI,21,Flex
9,Kenny,Chuba Hubbard CAR,1,Flex
10,Kenny,Aaron Jones Sr. MIN,12,Flex
10,Doy,Doy Dahmer NAPA,0,Flex
10,Elaf,Stefon Diggs NEP,10,Flex
10,Chuy,D'Andre Swift CHI,9,Flex
10,Larry,Khalil Shakir BUF,5,Flex
10,Paco,Michael Pittman Jr. IND,1,Flex
11,Elaf,Ja'Marr Chase CIN,3,Flex
11,Chuy,D'Andre Swift CHI,9,Flex
11,Paco,Jauan Jennings SFO,5,Flex
11,Kenny,Aaron Jones Sr. MIN,8,Flex
11,Monaf,Tony Pollard TEN,2,Flex
11,Jay,Quentin Johnston LAC,0,Flex
12,Jay,Josh Downs IND,1,Flex
12,Larry,Khalil Shakir BUF,11,Flex
12,Paco,Trey McBride ARI,7,Flex
12,Kenny,Aaron Jones Sr. MIN,5,Flex
12,Julio,Kareem Hunt KCC,18,Flex
12,Greg,George Pickens DAL,20,Flex
13,Greg,George Pickens DAL,10,Flex
13,Doy,Cooper Kupp SEA,2,Flex
13,Monaf,Keenan Allen LAC,3,Flex
13,Chuy,James Cook BUF,17,Flex
13,Kenny,Aaron Jones Sr. MIN,2,Flex
13,Jay,Quentin Johnston LAC,9,Flex
14,Jay,Josh Downs IND,2,Flex
14,Chuy,D'Andre Swift CHI,7,Flex
14,Kenny,Deebo Samuel Sr. WAS,2,Flex
14,Gaybo,Zay Flowers BAL,12,Flex
14,Monaf,Keenan Allen LAC,2,Flex
14,Greg,George Pickens DAL,3,Flex
1,Elaf,Jaxon Smith-Njigba SEA,12,Flex
1,ATL,Ricky Pearsall SFO,10,Flex
1,Gaybo,Tee Higgins CIN,3,Flex
1,Larry,Garrett Wilson NYJ,18,Flex
1,Greg,George Pickens DAL,3,Flex
1,Monaf,Calvin Ridley TEN,2,Flex
2,Larry,Garrett Wilson NYJ,5,Flex
2,Julio,Keenan Allen LAC,13,Flex
2,ATL,Ricky Pearsall SFO,5,Flex
2,Paco,Trey McBride ARI,7,Flex
2,Gaybo,Tee Higgins CIN,15,Flex
2,Greg,George Pickens DAL,12,Flex
3,Chuy,D'Andre Swift CHI,7,Flex
3,Paco,Trey McBride ARI,10,Flex
3,Monaf,Travis Etienne Jr. JAC,12,Flex
3,Gaybo,Nick Chubb HOU,3,Flex
3,Jay,Brock Bowers LVR,5,Flex
3,Greg,George Pickens DAL,12,Flex
4,Chuy,D'Andre Swift CHI,11,Flex
4,Julio,J.K. Dobbins DEN,10,Flex
4,Elaf,Jaxon Smith-Njigba SEA,8,Flex
4,Gaybo,DeVonta Smith PHI,2,Flex
4,Greg,George Pickens DAL,28,Flex
4,Jay,Brock Bowers LVR,4,Flex
5,Julio,J.K. Dobbins DEN,13,Flex
5,Elaf,Jaxon Smith-Njigba SEA,19,Flex
5,Chuy,Wan'Dale Robinson NYG,3,Flex
5,ATL,Rhamondre Stevenson NEP,14,Flex
5,Larry,Jerry Jeudy CLE,1,Flex
5,Jay,RJ Harvey DEN,2,Flex
6,Elaf,Jaxon Smith-Njigba SEA,28,Flex
6,Monaf,Xavier Worthy KCC,8,Flex
6,Larry,Khalil Shakir BUF,3,Flex
6,ATL,Rhamondre Stevenson NEP,1,Flex
6,Julio,J.K. Dobbins DEN,4,Flex
6,Jay,Jaylen Wright MIA,0,Flex
7,Paco,Michael Pittman Jr. IND,13,Flex
7,Monaf,Michael Carter ARI,3,Flex
7,Jay,George Kittle SFO,0,Flex
7,Doy,Alvin Kamara NOS,2,Flex
7,Larry,Rachaad White TBB,3,Flex
7,ATL,Rashee Rice KCC,16,Flex
8,Jay,Chris Olave NOS,1,Flex
8,Doy,Jaylen Waddle MIA,19,Flex
8,Monaf,Emeka Egbuka TBB,3,Flex
8,ATL,Tez Johnson TBB,4,Flex
8,Paco,Marquise Brown KCC,0,Flex
8,Chuy,D'Andre Swift CHI,12,Flex
9,Elaf,Courtland Sutton DEN,12,Flex
9,Greg,George Pickens DAL,7,Flex
9,Paco,Michael Pittman Jr. IND,11,Flex
9,Monaf,Tony Pollard TEN,6,Flex
9,Jay,Chris Olave NOS,5,Flex
9,ATL,Troy Franklin DEN,4,Flex
10,Jay,Chris Olave NOS,22,Flex
10,Julio,J.K. Dobbins DEN,7,Flex
10,Monaf,Dylan Sampson CLE,0,Flex
10,Gaybo,Zay Flowers BAL,7,Flex
10,Greg,Darnell Mooney ATL,1,Flex
10,ATL,Tez Johnson TBB,18,Flex
11,Gaybo,Zay Flowers BAL,7,Flex
11,Larry,Rachaad White TBB,6,Flex
11,Greg,George Pickens DAL,23,Flex
11,Julio,Jake Ferguson DAL,7,Flex
11,Doy,DJ Moore CHI,1,Flex
11,ATL,Ricky Pearsall SFO,0,Flex
12,Monaf,Tony Pollard TEN,4,Flex
12,Doy,Alvin Kamara NOS,1,Flex
12,Elaf,Tetairoa McMillan CAR,11,Flex
12,Gaybo,Tee Higgins CIN,3,Flex
12,ATL,Brock Bowers LVR,5,Flex
12,Chuy,D'Andre Swift CHI,2,Flex
13,Elaf,Courtland Sutton DEN,13,Flex
13,Paco,Trey McBride ARI,15,Flex
13,Julio,Jake Ferguson DAL,5,Flex
13,ATL,Troy Franklin DEN,2,Flex
13,Larry,David Montgomery DET,10,Flex
13,Gaybo,DeVonta Smith PHI,4,Flex
14,Larry,Kyle Monangai CHI,5,Flex
14,Elaf,Courtland Sutton DEN,6,Flex
14,Paco,Trey McBride ARI,5,Flex
14,Julio,Kareem Hunt KCC,9,Flex
14,ATL,Troy Franklin DEN,2,Flex
14,Doy,DJ Moore CHI,0,Flex
1,Paco,Jauan Jennings SFO,1,Flex2
1,Julio,J.K. Dobbins DEN,13,Flex2
1,Kenny,Aaron Jones Sr. MIN,14,Flex2
1,Doy,Jaylen Waddle MIA,3,Flex2
1,Chuy,D'Andre Swift CHI,6,Flex2
1,Jay,George Kittle SFO,8,Flex2
2,Kenny,David Montgomery DET,11,Flex2
2,Monaf,Tony Pollard TEN,9,Flex2
2,Chuy,D'Andre Swift CHI,12,Flex2
2,Doy,Alvin Kamara NOS,11,Flex2
2,Jay,Rome Odunze CHI,26,Flex2
2,Elaf,Tetairoa McMillan CAR,10,Flex2
3,Elaf,Tetairoa McMillan CAR,4,Flex2
3,Kenny,David Montgomery DET,31,Flex2
3,ATL,Keon Coleman BUF,2,Flex2
3,Julio,Keenan Allen LAC,14,Flex2
3,Larry,Javonte Williams DAL,8,Flex2
3,Doy,Cooper Kupp SEA,3,Flex2
4,Doy,Jaylen Waddle MIA,4,Flex2
4,Larry,Javonte Williams DAL,15,Flex2
4,ATL,Troy Franklin DEN,5,Flex2
4,Monaf,Tony Pollard TEN,7,Flex2
4,Kenny,Travis Kelce KCC,4,Flex2
4,Paco,Michael Pittman Jr. IND,10,Flex2
5,Paco,Marquise Brown KCC,4,Flex2
5,Doy,Cooper Kupp SEA,5,Flex2
5,Kenny,Mark Andrews BAL,2,Flex2
5,Gaybo,Zay Flowers BAL,7,Flex2
5,Monaf,Xavier Worthy KCC,4,Flex2
5,Greg,Jakobi Meyers LVR,3,Flex2
6,Kenny,Matthew Golden GBP,9,Flex2
6,Paco,Trey McBride ARI,13,Flex2
6,Gaybo,Zay Flowers BAL,4,Flex2
6,Doy,Romeo Doubs GBP,5,Flex2
6,Greg,Hassan Haskins LAC,3,Flex2
6,Chuy,TreVeyon Henderson NEP,2,Flex2
7,Chuy,Kayshon Boutte NEP,14,Flex2
7,Kenny,Matthew Golden GBP,3,Flex2
7,Julio,Tyler Warren IND,12,Flex2
7,Gaybo,Jordan Addison MIN,12,Flex2
7,Elaf,Stefon Diggs NEP,6,Flex2
7,Greg,Hassan Haskins LAC,0,Flex2
8,Elaf,Stefon Diggs NEP,7,Flex2
8,Kenny,Mark Andrews BAL,3,Flex2
8,Greg,Brashard Smith KCC,0,Flex2
8,Larry,Kyle Monangai CHI,2,Flex2
8,Gaybo,Zay Flowers BAL,6,Flex2
8,Julio,Dalton Kincaid BUF,2,Flex2
9,Julio,Tyler Warren IND,2,Flex2
9,Gaybo,Jordan Addison MIN,4,Flex2
9,Larry,Rashod Bateman BAL,7,Flex2
9,Chuy,Oronde Gadsden II LAC,6,Flex2
9,Doy,Romeo Doubs GBP,9,Flex2
9,Kenny,Aaron Jones Sr. MIN,9,Flex2
10,Kenny,Rashid Shaheed NOS,2,Flex2
10,Doy,Doy Dahmer NAPA,0,Flex2
10,Elaf,Tetairoa McMillan CAR,6,Flex2
10,Chuy,TreVeyon Henderson NEP,37,Flex2
10,Larry,Kyle Monangai CHI,8,Flex2
10,Paco,Trey McBride ARI,19,Flex2
11,Elaf,Woody Marks HOU,4,Flex2
11,Chuy,TreVeyon Henderson NEP,27,Flex2
11,Paco,Trey McBride ARI,18,Flex2
11,Kenny,Deebo Samuel Sr. WAS,15,Flex2
11,Monaf,Calvin Ridley TEN,1,Flex2
11,Jay,George Kittle SFO,21,Flex2
12,Jay,George Kittle SFO,7,Flex2
12,Larry,Kyle Monangai CHI,10,Flex2
12,Paco,Michael Pittman Jr. IND,8,Flex2
12,Kenny,Mark Andrews BAL,0,Flex2
12,Julio,Jalen Coker CAR,3,Flex2
12,Greg,Jakobi Meyers LVR,12,Flex2
13,Greg,Jakobi Meyers LVR,15,Flex2
13,Doy,Romeo Doubs GBP,8,Flex2
13,Monaf,Tyler Warren IND,9,Flex2
13,Chuy,Wan'Dale Robinson NYG,3,Flex2
13,Kenny,Chris Godwin TBB,7,Flex2
13,Jay,George Kittle SFO,6,Flex2
14,Jay,Jordan Mason MIN,11,Flex2
14,Chuy,Jayden Reed GBP,5,Flex2
14,Kenny,Chris Godwin TBB,5,Flex2
14,Gaybo,Tee Higgins CIN,25,Flex2
14,Monaf,Tyler Warren IND,1,Flex2
14,Greg,Jakobi Meyers LVR,10,Flex2
1,Elaf,Tetairoa McMillan CAR,6,Flex2
1,ATL,Keon Coleman BUF,18,Flex2
1,Gaybo,Zay Flowers BAL,22,Flex2
1,Larry,Javonte Williams DAL,18,Flex2
1,Greg,Jerome Ford CLE,0,Flex2
1,Monaf,Emeka Egbuka TBB,23,Flex2
2,Larry,Javonte Williams DAL,21,Flex2
2,Julio,J.K. Dobbins DEN,13,Flex2
2,ATL,Keon Coleman BUF,2,Flex2
2,Paco,Marquise Brown KCC,3,Flex2
2,Gaybo,Zay Flowers BAL,7,Flex2
2,Greg,Jakobi Meyers LVR,6,Flex2
3,Chuy,TreVeyon Henderson NEP,3,Flex2
3,Paco,Michael Pittman Jr. IND,15,Flex2
3,Monaf,Omarion Hampton LAC,18,Flex2
3,Gaybo,Zay Flowers BAL,1,Flex2
3,Jay,Chris Olave NOS,5,Flex2
3,Greg,Jakobi Meyers LVR,6,Flex2
4,Chuy,TreVeyon Henderson NEP,10,Flex2
4,Julio,Keenan Allen LAC,3,Flex2
4,Elaf,Tetairoa McMillan CAR,6,Flex2
4,Gaybo,Tee Higgins CIN,3,Flex2
4,Greg,Jakobi Meyers LVR,3,Flex2
4,Jay,Chris Olave NOS,8,Flex2
5,Julio,Tyler Warren IND,11,Flex2
5,Elaf,Tetairoa McMillan CAR,7,Flex2
5,Chuy,Isaiah Bond CLE,2,Flex2
5,ATL,Kendre Miller NOS,4,Flex2
5,Larry,Rachaad White TBB,19,Flex2
5,Jay,Chris Olave NOS,5,Flex2
6,Elaf,Stefon Diggs NEP,2,Flex2
6,Monaf,Tony Pollard TEN,4,Flex2
6,Larry,Rachaad White TBB,14,Flex2
6,ATL,Troy Franklin DEN,1,Flex2
6,Julio,Tyler Warren IND,12,Flex2
6,Jay,Chris Olave NOS,9,Flex2
7,Paco,Jauan Jennings SFO,3,Flex2
7,Monaf,Tony Pollard TEN,5,Flex2
7,Jay,Quentin Johnston LAC,9,Flex2
7,Doy,Romeo Doubs GBP,7,Flex2
7,Larry,Kyle Monangai CHI,15,Flex2
7,ATL,Rhamondre Stevenson NEP,14,Flex2
8,Jay,Quentin Johnston LAC,0,Flex2
8,Doy,Isaac TeSlaa DET,0,Flex2
8,Monaf,Jayden Higgins HOU,11,Flex2
8,ATL,Troy Franklin DEN,22,Flex2
8,Paco,Jauan Jennings SFO,4,Flex2
8,Chuy,Jayden Higgins HOU,10,Flex2
9,Elaf,Stefon Diggs NEP,10,Flex2
9,Greg,Darnell Mooney ATL,1,Flex2
9,Paco,Trey McBride ARI,12,Flex2
9,Monaf,Xavier Worthy KCC,2,Flex2
9,Jay,George Kittle SFO,4,Flex2
9,ATL,Keon Coleman BUF,1,Flex2
10,Jay,Brock Bowers LVR,3,Flex2
10,Julio,Dalton Kincaid BUF,2,Flex2
10,Monaf,Christian Kirk HOU,0,Flex2
10,Gaybo,Jordan Addison MIN,3,Flex2
10,Greg,Jakobi Meyers LVR,4,Flex2
10,ATL,Keon Coleman BUF,13,Flex2
11,Gaybo,Tee Higgins CIN,14,Flex2
11,Larry,Kyle Monangai CHI,9,Flex2
11,Greg,Jakobi Meyers LVR,6,Flex2
11,Julio,Jalen Coker CAR,5,Flex2
11,Doy,Cooper Kupp SEA,2,Flex2
11,ATL,Brock Bowers LVR,7,Flex2
12,Monaf,Christian Kirk HOU,11,Flex2
12,Doy,Cooper Kupp SEA,2,Flex2
12,Elaf,Christian Watson GBP,4,Flex2
12,Gaybo,Zay Flowers BAL,6,Flex2
12,ATL,Ricky Pearsall SFO,0,Flex2
12,Chuy,Wan'Dale Robinson NYG,24,Flex2
13,Elaf,Stefon Diggs NEP,2,Flex2
13,Paco,Michael Pittman Jr. IND,1,Flex2
13,Julio,Kareem Hunt KCC,9,Flex2
13,ATL,Tez Johnson TBB,0,Flex2
13,Larry,Kyle Monangai CHI,19,Flex2
13,Gaybo,Jordan Addison MIN,3,Flex2
14,Larry,Breece Hall NYJ,4,Flex2
14,Elaf,Christian Watson GBP,26,Flex2
14,Paco,Michael Pittman Jr. IND,7,Flex2
14,Julio,Jake Ferguson DAL,7,Flex2
14,ATL,Adonai Mitchell IND,2,Flex2
14,Doy,Blake Corum LAR,28,Flex2
